"Data","Categoria","Produto","Quantidade","Preco_Unitario","Total_Venda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/19/2023","Limpeza","Sabão em Pó","3","35.31","105.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/11/2023","Higiene","Creme Dental","5","41.69","208.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/23/2023","Higiene","Papel Higiênico","6","12.91","77.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/21/2023","Higiene","Sabonete","8","26.28","210.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2023","Mercearia","Macarrão","8","46.1","368.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/20/2023","Perecíveis","Ovos","1","29.66","29.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/14/2023","Perecíveis","Leite","6","45.71","274.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/9/2023","Perecíveis","Manteiga","4","7.98","31.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/5/2023","Bebidas","Suco","9","31.18","280.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/18/2023","Higiene","Papel Higiênico","9","2.22","19.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/29/2023","Mercearia","Arroz","9","18.62","167.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/30/2023","Higiene","Creme Dental","4","30.18","120.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/29/2023","Limpeza","Amaciante","8","29.73","237.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/30/2023","Perecíveis","Leite","1","39.46","39.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/3/2023","Higiene","Papel Higiênico","6","33.85","203.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/4/2023","Bebidas","Cerveja","5","21.9","109.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/30/2023","Bebidas","Cerveja","9","22.49","202.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/14/2023","Perecíveis","Leite","8","30.2","241.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/23/2023","Limpeza","Sabão em Pó","4","27.17","108.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/24/2023","Limpeza","Sabão em Pó","4","10.73","42.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/28/2023","Limpeza","Desinfetante","3","32.91","98.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/17/2023","Mercearia","Feijão","7","33.63","235.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/12/2023","Bebidas","Suco","8","11.41","91.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/7/2023","Perecíveis","Leite","5","10.57","52.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/19/2023","Mercearia","Feijão","7","13.67","95.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/1/2023","Limpeza","Desinfetante","5","47.33","236.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/26/2023","Higiene","Creme Dental","10","37.32","373.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/23/2023","Perecíveis","Queijo","4","32.86","131.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/22/2023","Higiene","Shampoo","5","18.41","92.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/20/2023","Higiene","Creme Dental","7","3.64","25.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/14/2023","Perecíveis","Manteiga","6","39.14","234.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/8/2023","Perecíveis","Iogurte","3","47.53","142.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/3/2023","Mercearia","Arroz","8","49.3","394.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/9/2023","Bebidas","Refrigerante","3","26.6","79.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/3/2023","Higiene","Shampoo","11","14.38","158.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/29/2023","Limpeza","Amaciante","5","8.35","41.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/26/2023","Higiene","Creme Dental","5","2.88","14.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/3/2023","Perecíveis","Ovos","4","25.91","103.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/17/2023","Bebidas","Água","9","25.88","232.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/9/2023","Perecíveis","Ovos","6","8.57","51.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/5/2023","Limpeza","Desinfetante","5","30.82","154.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/9/2023","Higiene","Shampoo","3","22.1","66.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/3/2023","Higiene","Papel Higiênico","6","37.43","224.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/29/2023","Perecíveis","Iogurte","3","13.78","41.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/22/2023","Limpeza","Desinfetante","8","36.51","292.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/1/2023","Limpeza","Amaciante","2","21.04","42.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/15/2023","Perecíveis","Leite","4","27.91","111.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/31/2023","Mercearia","Macarrão","4","25.83","103.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/20/2023","Higiene","Shampoo","2","7.12","14.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/14/2023","Bebidas","Cerveja","9","35.84","322.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/17/2023","Higiene","Shampoo","7","5.64","39.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/20/2023","Mercearia","Óleo","3","15.06","45.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/1/2023","Mercearia","Macarrão","5","6.4","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/30/2023","Perecíveis","Leite","9","23.41","210.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/22/2023","Mercearia","Macarrão","8","32.67","261.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
